@relation datau

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric

@data
6,0,1,0,0,0,16,9,0,0,2,1,0,0,0,0,1,0,1,0,17,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4
9,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,7
0,0,1,0,0,2,0,0,0,0,0,5,0,1,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,4,5,0,8
4,0,1,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
0,0,0,9,1,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,3,0,10
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,3,6,0,7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,9
11,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,1,1,0,5,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11
3,0,2,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3
3,0,1,0,0,0,5,0,0,0,3,1,1,0,0,0,0,0,1,0,6,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,11
5,0,1,0,0,0,5,1,0,0,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,3
0,0,0,4,0,3,0,0,0,0,0,0,0,0,9,0,2,0,1,1,0,0,0,0,0,7,0,0,7,0,0,7,0,1,2,3,1,0,1
2,0,1,0,0,0,4,8,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
0,2,0,31,0,1,0,0,58,0,0,0,0,0,1,0,7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,9,0,7
0,1,0,1,3,0,0,0,1,2,0,0,0,0,1,13,0,2,0,0,1,0,0,0,15,2,0,0,2,8,0,0,0,11,0,5,1,0,12
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
21,4,1,12,0,0,28,5,0,0,20,1,0,1,4,0,0,4,1,23,42,0,0,0,0,11,0,0,0,0,0,3,0,9,5,13,17,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,0,1,0,0,0,12,2,0,0,2,1,0,0,0,0,2,2,1,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
0,3,0,2,0,4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
0,5,0,53,0,19,0,0,4,0,0,0,0,7,7,0,0,0,0,22,0,0,0,0,0,0,0,0,9,0,0,0,0,17,4,12,20,0,7
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4
0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8
0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,8,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,10
0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,15,0,0,0,0,0,8,0,2,1,3,0,3,14
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,10
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3,0,1,0,0,0,1,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,7
0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,10
0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,1,1,13,0,0
16,0,1,0,0,0,3,8,0,0,13,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,2,0,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,12
7,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,3
0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,3,0,8,0,2,0,0,22,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14
6,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3
0,13,0,21,0,36,0,0,0,0,0,2,0,1,44,0,26,0,0,7,0,0,0,0,0,3,0,0,26,0,0,8,0,98,20,14,5,1,7
0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,41,4,0,0,0,3,9,0,0,1,0,0,7,0,1,0,7,43,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,1,1,2,5,0,2
0,8,0,29,0,43,0,0,2,0,0,0,0,2,18,0,16,0,1,6,0,0,1,0,0,0,0,0,8,1,0,0,0,10,10,27,17,0,7
0,2,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,7
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10
0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,3,0,0,0,1
16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
0,2,0,3,0,6,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,2,2,1,0,7
0,0,0,1,0,5,0,0,0,0,0,0,0,0,5,1,1,0,1,3,0,0,0,0,0,6,0,0,0,3,0,2,0,1,24,1,2,0,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,10
0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,44,9
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
7,0,1,0,0,0,4,7,0,0,3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
14,0,1,0,0,0,2,11,0,0,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,5,35,0,0,0,0,0,0,0,1,0,0,3
0,26,0,3,0,16,0,0,17,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,7
10,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,7,0,2,0,0,32,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
0,5,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,2,0,0,0,32,0,0,0,0,20,0,0,0,0,0,2,2,0,12
10,0,1,0,0,0,14,4,0,0,5,1,0,0,0,0,0,2,1,0,15,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
5,0,1,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1
0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
0,5,0,9,0,4,2,0,0,0,15,0,0,6,0,4,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,1,1,0,8
0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
0,21,0,9,0,20,0,0,22,0,0,1,0,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,6,0,7
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,7
0,2,0,2,0,6,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,9,2,1,0,7
7,0,1,0,0,0,6,0,0,0,7,1,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,4
0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,10
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,7
2,0,1,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
0,4,0,12,0,3,2,0,0,0,3,0,0,4,3,0,1,1,1,0,0,0,0,0,0,1,0,0,24,0,0,0,0,1,0,0,3,0,7
0,2,0,2,0,6,0,0,49,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9
0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,31,0,0,7,0,0,12,0,0,5,0,0,0,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,8,0,0,3,0,0,10,0,0,0,0,2,0,1
0,2,0,3,0,9,0,0,14,0,0,0,0,24,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,0,7
0,9,0,24,0,14,0,0,1,0,0,2,0,0,12,1,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,1,5,11,1,15,0,7
5,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3
0,5,0,10,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,0,9
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
0,17,0,1,0,9,0,0,0,0,0,0,0,0,7,1,9,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,23,4,5,0,3,7
4,0,1,0,0,0,0,3,0,0,4,1,0,0,0,0,0,2,0,0,4,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3
6,0,2,0,0,0,6,9,0,0,2,2,0,0,0,0,0,1,1,0,9,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,12
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,16
0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,1,0,0,3,0,0,1,0,0,4,0,1,0,7
0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,1
0,7,0,10,0,3,0,0,0,0,0,1,0,2,9,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,4,2,7,5,0,7
7,0,1,0,0,0,5,2,0,0,0,1,0,0,0,0,0,1,1,0,5,1,0,0,0,4,4,0,1,0,0,3,0,0,0,0,0,0,3
3,0,1,0,0,0,2,6,0,0,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
7,0,1,0,0,0,9,3,0,0,7,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,7,1,0,0,0,0,0,0,2,0,0,3,0,0,2,0,1,0,2,12,0,0
14,0,1,0,0,0,3,0,0,0,7,1,1,0,0,0,0,2,1,0,1,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,3
0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,5,0,0,7
0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,10,0,0,1,0,0,2,0,6,2,0,0,0,1
5,0,1,0,0,0,0,6,0,0,3,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,3
5,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,2,0,2,0,1,1,0,8
0,5,0,16,0,3,0,0,57,0,0,0,0,0,1,0,0,0,0,41,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,15
0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,10
3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
4,0,1,0,0,0,3,4,0,0,1,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
7,0,1,0,0,0,15,5,0,0,8,1,0,0,0,0,0,1,1,0,15,1,0,0,0,3,2,2,0,0,0,1,0,0,0,0,0,0,11
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,3,27,0,0,0,1,0,8,0,0,12
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,10
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,14
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,7
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,8
7,0,1,0,0,0,3,1,0,0,7,1,0,0,0,0,0,1,0,0,4,1,0,0,0,2,7,13,1,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,8,0,0,7,0,0,6,0,0,0,1
0,3,0,6,0,5,0,0,0,0,0,3,0,0,27,0,7,0,1,4,0,0,0,0,0,23,0,0,2,0,0,4,0,1,7,11,8,0,1
0,167,0,101,0,140,0,0,20,0,0,0,0,28,67,0,12,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,0,12,5,52,58,0,7
5,0,1,0,0,0,8,5,0,0,2,1,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
11,0,1,0,0,0,17,15,0,0,3,1,0,0,0,0,0,0,1,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
0,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,7
4,0,1,0,0,0,9,0,0,0,3,1,1,0,0,0,0,1,0,0,9,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,3
8,0,1,0,0,0,6,5,0,0,1,1,0,0,0,0,0,1,1,0,6,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,11
5,0,1,0,0,0,9,3,0,0,6,1,1,0,0,0,0,0,1,0,17,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,3
12,0,1,0,0,0,18,7,0,0,21,1,0,0,0,0,0,0,1,0,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,13
